chrom,start,end,tile_id,score,strand,GM12878,Jurkat,MRC5,A549,HEK293,K562,GM12878_active,Jurkat_active,MRC5_active,A549_active,HEK293_active,K562_active,ATAC_signal,GM12878_category,Jurkat_category,MRC5_category,A549_category,HEK293_category,K562_category
KT899744.1,52800,53000,Herpesvirus:Herpes_Simplex_1_KOS:1057:+,0,+,1.3555052056572792,2.238050362291814,1.4692170140367025,1.514268914726994,1.8405181736650469,2.089196778590866,False,True,False,False,False,False,578.1805,Neither,Active only,Neither,Neither,Neither,Neither
KT899744.1,52850,53050,Herpesvirus:Herpes_Simplex_1_KOS:1058:+,0,+,1.6910101111724951,2.7055489212496537,2.361059966392894,2.722301326283997,3.407319062834027,4.060969833275962,True,True,True,True,True,True,597.9154,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,52900,53100,Herpesvirus:Herpes_Simplex_1_KOS:1059:+,0,+,1.4572597321010647,2.21198341952041,2.4280243056169417,2.228527099235543,2.639868524517795,3.121632420323912,False,True,True,True,True,True,605.9474,Neither,Active only,Active only,Active only,Active only,Active only
KT899744.1,52950,53150,Herpesvirus:Herpes_Simplex_1_KOS:1060:+,0,+,1.4029070585241543,1.568741765384504,2.041104244974434,1.868949096459076,2.1040532800858083,2.5318811752770576,False,False,True,False,False,False,621.63495,Neither,Neither,Active only,Neither,Neither,Neither
KT899744.1,53000,53200,Herpesvirus:Herpes_Simplex_1_KOS:1061:+,0,+,1.0457115318895356,1.012020368581433,1.3108165162017853,1.3704186148804856,1.1825774240703175,1.7081545837049548,False,False,False,False,False,False,641.5266,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,53050,53250,Herpesvirus:Herpes_Simplex_1_KOS:1062:+,0,+,0.7450067634239597,1.1661765959352528,1.0203451560279613,1.1649845788190043,1.127073037297086,1.1382273644214715,False,False,False,False,False,False,654.8297,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53100,53300,Herpesvirus:Herpes_Simplex_1_KOS:1063:+,0,+,1.172126372042726,1.3295558261948823,1.461013901636847,1.588401598071205,1.9530570272239007,1.8955445563795923,False,False,False,False,False,False,695.5861,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53150,53350,Herpesvirus:Herpes_Simplex_1_KOS:1064:+,0,+,1.874175328650244,1.182170679548746,1.7897352450068635,2.0630759947374666,2.1581332778296107,2.365861809432843,True,False,False,True,True,False,703.3044,Active & Accessible,Accessible only,Accessible only,Active & Accessible,Active & Accessible,Accessible only
KT899744.1,53200,53400,Herpesvirus:Herpes_Simplex_1_KOS:1065:+,0,+,1.777568785308422,1.17964245472855,2.282898388200671,2.665829135271498,2.0660848012407875,2.409611795538455,True,False,True,True,False,False,691.7898,Active & Accessible,Accessible only,Active & Accessible,Active & Accessible,Accessible only,Accessible only
KT899744.1,53250,53450,Herpesvirus:Herpes_Simplex_1_KOS:1066:+,0,+,1.609202670566196,1.4475942416591094,2.504270300873744,2.958473801726616,2.3214878608833622,4.041029344284347,False,False,True,True,True,True,658.97144,Accessible only,Accessible only,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible
KT899744.1,53300,53500,Herpesvirus:Herpes_Simplex_1_KOS:1067:+,0,+,0.9539115108578494,1.13633783474702,1.0959941380393894,1.904721490695808,0.8174772698799174,1.430008543290834,False,False,False,False,False,False,626.8119,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,53350,53550,Herpesvirus:Herpes_Simplex_1_KOS:1068:+,0,+,1.206157507876248,1.2791365178190832,1.4101714460684531,1.6480211437896215,0.9126852792112916,1.4695020720909964,False,False,False,False,False,False,653.8887,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53400,53600,Herpesvirus:Herpes_Simplex_1_KOS:1069:+,0,+,1.0678568112761282,1.0692125614363397,1.2782397001860435,1.2075435495446982,0.9231796479256806,1.5411311233283045,False,False,False,False,False,False,686.89526,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53450,53650,Herpesvirus:Herpes_Simplex_1_KOS:1070:+,0,+,1.1435066742072433,1.0410490419592773,1.128141705834281,1.1702500080491591,0.9233821862883952,1.2523548420559774,False,False,False,False,False,False,710.6775,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53500,53700,Herpesvirus:Herpes_Simplex_1_KOS:1071:+,0,+,1.1141798599827095,1.0683094976290306,0.8593945519981975,0.9363716313388014,0.944536451314721,1.2959545525509286,False,False,False,False,False,False,690.1268,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53550,53750,Herpesvirus:Herpes_Simplex_1_KOS:1072:+,0,+,0.8099880890223455,0.8926841393621362,0.736653176777271,0.8539616032299862,0.9200333105573536,1.0124039949340355,False,False,False,False,False,False,657.21423,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53600,53800,Herpesvirus:Herpes_Simplex_1_KOS:1073:+,0,+,1.1308651224249795,0.978566846936651,0.9155659330154804,0.9284382103214728,0.9039318109292888,0.9681575323996652,False,False,False,False,False,False,655.4886,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53650,53850,Herpesvirus:Herpes_Simplex_1_KOS:1074:+,0,+,1.2384228749749586,1.1113492764563564,0.995691030061404,1.0315916953659827,0.997571330907668,1.325362876246894,False,False,False,False,False,False,671.8038,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53700,53900,Herpesvirus:Herpes_Simplex_1_KOS:1075:+,0,+,1.1913496842188411,0.7955554776123746,1.1277662784318885,0.8476668678495617,0.8049747615503003,0.8241061578609709,False,False,False,False,False,False,686.7697,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53750,53950,Herpesvirus:Herpes_Simplex_1_KOS:1076:+,0,+,1.3004203162681542,1.1163655011673848,0.9656983537243118,0.9853273009908008,1.0409769227515533,1.1907993244630195,False,False,False,False,False,False,654.3592,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,53800,54000,Herpesvirus:Herpes_Simplex_1_KOS:1077:+,0,+,1.218927206171978,1.0583022007984018,1.2313611755785223,1.072498576271074,0.8934640874400972,1.1727176803137334,False,False,False,False,False,False,600.20575,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,53850,54050,Herpesvirus:Herpes_Simplex_1_KOS:1078:+,0,+,1.1539498150848055,1.2299062509795549,1.3778524992523409,1.358336804426989,1.3406263223357693,1.3527056836489302,False,False,False,False,False,False,589.56964,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,53900,54100,Herpesvirus:Herpes_Simplex_1_KOS:1079:+,0,+,0.8084413905121812,0.8092663874190608,1.0102606349773338,0.8058246690173734,0.7323362185841455,1.0321883330382289,False,False,False,False,False,False,588.1577,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,53950,54150,Herpesvirus:Herpes_Simplex_1_KOS:1080:+,0,+,0.9860090557399463,0.9186382130607772,0.9623018714094148,0.9757322438694452,0.9120471436337227,0.9555993356000194,False,False,False,False,False,False,604.97473,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54000,54200,Herpesvirus:Herpes_Simplex_1_KOS:1081:+,0,+,0.7910997811407964,0.8209580037737954,0.9605284044871416,0.8316229303048002,0.5244521809698203,0.843232514367058,False,False,False,False,False,False,627.18835,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54050,54250,Herpesvirus:Herpes_Simplex_1_KOS:1082:+,0,+,1.0039802228508703,0.8459127791980507,1.0978807650874414,0.8349743382679945,0.5457081792863325,0.8899161688956738,False,False,False,False,False,False,603.87665,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54100,54300,Herpesvirus:Herpes_Simplex_1_KOS:1083:+,0,+,1.0839254775657194,1.2550191948859983,1.2131827815473328,1.3966935947604031,1.5099201110101044,1.4411821355347083,False,False,False,False,False,False,586.11835,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54150,54350,Herpesvirus:Herpes_Simplex_1_KOS:1084:+,0,+,1.363987499451839,1.8262080626096584,1.365240809903204,1.6277929018109798,1.9643585769960137,1.6053685816432632,False,True,False,False,False,False,590.0089,Neither,Active only,Neither,Neither,Neither,Neither
KT899744.1,54200,54400,Herpesvirus:Herpes_Simplex_1_KOS:1085:+,0,+,0.9702163090964226,1.07389986471125,0.712944302952149,0.908886687326938,1.0020279424589822,0.9353657344506148,False,False,False,False,False,False,579.18445,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54250,54450,Herpesvirus:Herpes_Simplex_1_KOS:1086:+,0,+,1.1013097359868596,1.2755963044374932,1.090912445882546,1.1543119838207532,1.117526327514916,1.083139536739374,False,False,False,False,False,False,570.6506,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54300,54500,Herpesvirus:Herpes_Simplex_1_KOS:1087:+,0,+,0.7941104559461549,1.0124556786576449,1.0339709229257537,1.114988005929718,0.8816066074030062,1.0017709705688675,False,False,False,False,False,False,566.54034,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54350,54550,Herpesvirus:Herpes_Simplex_1_KOS:1088:+,0,+,1.3657046412947622,1.2936916158100566,1.4687750494527714,1.9563211589473168,1.154413720751028,1.624369274490094,False,False,False,False,False,False,567.8895,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54400,54600,Herpesvirus:Herpes_Simplex_1_KOS:1089:+,0,+,1.676989264242136,1.2364217947925464,1.3802904006749688,1.647452564406646,0.8635580218292346,1.131682117147054,True,False,False,False,False,False,580.5336,Active only,Neither,Neither,Neither,Neither,Neither
KT899744.1,54450,54650,Herpesvirus:Herpes_Simplex_1_KOS:1090:+,0,+,1.0463423286872908,1.09674066615946,1.227018420278687,1.3288070792628643,0.8103503463077364,1.1283122413115487,False,False,False,False,False,False,566.85406,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54500,54700,Herpesvirus:Herpes_Simplex_1_KOS:1091:+,0,+,0.9835200121883289,1.0146509698378996,1.1194862507112864,1.2018048085427626,0.8434492124202376,1.1116542766338244,False,False,False,False,False,False,537.7695,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54550,54750,Herpesvirus:Herpes_Simplex_1_KOS:1092:+,0,+,1.0341670724514516,0.9912788197512464,1.0685129530146824,1.0111858227384505,0.9211197534044064,1.3509273685626804,False,False,False,False,False,False,513.3597,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54600,54800,Herpesvirus:Herpes_Simplex_1_KOS:1093:+,0,+,2.082545536642148,2.785758300221386,2.9602719245231714,3.24105820551804,3.281498526972785,5.52003308299053,True,True,True,True,True,True,527.25885,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,54650,54850,Herpesvirus:Herpes_Simplex_1_KOS:1094:+,0,+,1.1112307079733157,1.6939355137369398,1.188587102303388,1.2745035418414503,1.4249317810740736,1.9924435303594203,False,True,False,False,False,False,572.43884,Neither,Active only,Neither,Neither,Neither,Neither
KT899744.1,54700,54900,Herpesvirus:Herpes_Simplex_1_KOS:1095:+,0,+,1.5449642294465644,1.83272257050356,1.152742683596368,1.841912901990309,2.4703325512921714,2.999742032784655,False,True,False,False,True,True,623.3919,Neither,Active only,Neither,Neither,Active only,Active only
KT899744.1,54750,54950,Herpesvirus:Herpes_Simplex_1_KOS:1096:+,0,+,1.1724743193292235,1.1434725287189258,1.2459039065716302,1.2034522650818131,1.0807470918725477,1.255073627224332,False,False,False,False,False,False,639.55005,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54800,55000,Herpesvirus:Herpes_Simplex_1_KOS:1097:+,0,+,0.9356005920121976,1.000909326633671,0.890918492840869,0.9938835253154116,0.8711074182232155,1.006531829588159,False,False,False,False,False,False,614.60693,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54850,55050,Herpesvirus:Herpes_Simplex_1_KOS:1098:+,0,+,0.9813859842554428,0.8861510136434246,0.904738728503605,1.0257921813652957,1.055129600337408,1.1138444238826557,False,False,False,False,False,False,578.2746,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54900,55100,Herpesvirus:Herpes_Simplex_1_KOS:1099:+,0,+,0.9849376770959528,1.0065762805137275,0.970987233762395,0.9657480578116048,0.8153491663487223,0.9414197498139802,False,False,False,False,False,False,543.3229,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,54950,55150,Herpesvirus:Herpes_Simplex_1_KOS:1100:+,0,+,1.2859508460748497,0.9644738640505384,0.8412879367432713,0.9459495846060336,0.8504882439129565,0.9329666567800928,False,False,False,False,False,False,531.4004,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55000,55200,Herpesvirus:Herpes_Simplex_1_KOS:1101:+,0,+,1.54381945500273,0.9387320663688622,0.9333836932851056,0.9999762556553438,0.9155270577831102,1.0023320080101126,False,False,False,False,False,False,530.9925,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55050,55250,Herpesvirus:Herpes_Simplex_1_KOS:1102:+,0,+,1.2427661899174116,0.8819523271848739,0.935923827326534,0.9086460776827724,0.711020721492857,0.9173018464270448,False,False,False,False,False,False,528.9531,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55100,55300,Herpesvirus:Herpes_Simplex_1_KOS:1103:+,0,+,1.116196627995736,0.9364748077294154,1.0333848089119433,1.1064034025238398,1.1094890139340678,1.0062227283229757,False,False,False,False,False,False,535.9184,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55150,55350,Herpesvirus:Herpes_Simplex_1_KOS:1104:+,0,+,0.9888482157866406,1.0715986655805805,1.1348109199383998,1.048466325918704,1.0363095887427372,1.064667961376668,False,False,False,False,False,False,541.44037,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55200,55400,Herpesvirus:Herpes_Simplex_1_KOS:1105:+,0,+,1.1903475266568992,1.0543064505296458,0.8474809758453833,0.916220116922122,0.9695960911125135,0.9939743215269724,False,False,False,False,False,False,523.086,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55250,55450,Herpesvirus:Herpes_Simplex_1_KOS:1106:+,0,+,1.1453372178512051,1.2842720490739137,0.8706736221510215,1.114596194217067,1.2422207989483338,1.7125693492851928,False,False,False,False,False,False,532.7181,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55300,55500,Herpesvirus:Herpes_Simplex_1_KOS:1107:+,0,+,1.7246695085609252,1.4030082124256698,1.4872503827846737,1.4509171906922835,1.7258509314148067,2.555314325212944,True,False,False,False,False,False,507.02188,Active only,Neither,Neither,Neither,Neither,Neither
KT899744.1,55500,55700,Herpesvirus:Herpes_Simplex_1_KOS:1111:+,0,+,0.7301888891685193,1.391112848378122,0.9300746543408632,1.336003856744597,1.282117633667886,2.144200560134795,False,False,False,False,False,False,439.9418,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55550,55750,Herpesvirus:Herpes_Simplex_1_KOS:1112:+,0,+,1.0502244309720483,1.2498750151893672,1.0276324750913235,1.241798665507228,1.1136185554741838,1.960179975272639,False,False,False,False,False,False,487.47516,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55600,55800,Herpesvirus:Herpes_Simplex_1_KOS:1113:+,0,+,1.0262094634492345,1.0844374056851267,1.075513772453942,1.2578450910157373,0.7758733693217019,1.9297482515999973,False,False,False,False,False,False,517.25024,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55650,55850,Herpesvirus:Herpes_Simplex_1_KOS:1114:+,0,+,1.1288701060810964,0.957209342407046,1.0177600014004804,1.1908952748398105,0.7556099603920499,1.3450261818253153,False,False,False,False,False,False,533.15735,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55700,55900,Herpesvirus:Herpes_Simplex_1_KOS:1115:+,0,+,1.2068014056897003,0.9532603726253438,1.1263166159513291,1.0739824344456417,0.7274405422792491,1.6409333409097238,False,False,False,False,False,False,532.2789,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55750,55950,Herpesvirus:Herpes_Simplex_1_KOS:1116:+,0,+,1.0091499253506324,0.9982779503742432,0.9895838311493296,1.060801321900216,0.9342999893227126,2.184191413321377,False,False,False,False,False,False,512.1987,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,55800,56000,Herpesvirus:Herpes_Simplex_1_KOS:1117:+,0,+,1.0430723317256516,1.5265051675636991,1.5688940679128478,1.602516985619716,1.939645249274237,4.397444686817887,False,False,False,False,False,True,529.95703,Neither,Neither,Neither,Neither,Neither,Active only
KT899744.1,55850,56050,Herpesvirus:Herpes_Simplex_1_KOS:1118:+,0,+,1.8284068106081373,3.05155402511973,3.264960952708943,3.713884418321008,4.516714129430098,5.986488296864266,True,True,True,True,True,True,518.25415,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,55900,56100,Herpesvirus:Herpes_Simplex_1_KOS:1119:+,0,+,2.373690673935476,3.6933786781090574,4.828577457568009,5.404179853264046,5.450518997685121,6.648133284905683,True,True,True,True,True,True,532.6552,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,55950,56150,Herpesvirus:Herpes_Simplex_1_KOS:1120:+,0,+,2.317690768238976,3.56486643567467,3.838093195549544,5.046782160352344,5.250463256876723,6.490639904730291,True,True,True,True,True,True,563.3088,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,56000,56200,Herpesvirus:Herpes_Simplex_1_KOS:1121:+,0,+,1.7075701851341996,2.86549702021352,1.7747662189365874,2.877870882967683,3.2372714295892004,4.549480608095574,True,True,False,True,True,True,542.1306,Active only,Active only,Neither,Active only,Active only,Active only
KT899744.1,56050,56250,Herpesvirus:Herpes_Simplex_1_KOS:1122:+,0,+,1.2438855317661943,1.9631918040659395,1.193047974347558,1.7520307781471227,1.3352333782967565,2.320852561746233,False,True,False,False,False,False,513.2654,Neither,Active only,Neither,Neither,Neither,Neither
KT899744.1,56100,56300,Herpesvirus:Herpes_Simplex_1_KOS:1123:+,0,+,1.1358685408198193,1.6769367586738944,1.208382090706217,1.6059370672362854,1.1819621442281367,2.871992098756722,False,True,False,False,False,True,475.835,Neither,Active only,Neither,Neither,Neither,Active only
KT899744.1,56150,56350,Herpesvirus:Herpes_Simplex_1_KOS:1124:+,0,+,0.9576252817586092,1.2558713692995769,1.1640209783408368,1.2002299038691246,0.8636116737003939,2.2737411060021944,False,False,False,False,False,False,436.6161,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,56700,56900,Herpesvirus:Herpes_Simplex_1_KOS:1135:+,0,+,1.577453950828675,1.9484464916662267,2.3896625501337656,1.8019495490581008,2.083512245107733,3.317447852275675,False,True,True,False,False,True,512.19885,Neither,Active only,Active only,Neither,Neither,Active only
KT899744.1,56750,56950,Herpesvirus:Herpes_Simplex_1_KOS:1136:+,0,+,1.3144081609110474,1.893160389928412,2.234542825897844,2.721441197115144,2.180580932929093,4.632709322110254,False,True,True,True,True,True,490.95773,Neither,Active only,Active only,Active only,Active only,Active only
KT899744.1,56800,57000,Herpesvirus:Herpes_Simplex_1_KOS:1137:+,0,+,1.7494051898500684,2.321715752051048,2.3012256564484,2.727850917198076,3.0872350751668938,5.122365657292321,True,True,True,True,True,True,482.10992,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,56850,57050,Herpesvirus:Herpes_Simplex_1_KOS:1138:+,0,+,1.8014533373624069,2.976591842960425,2.545708832896476,4.030168257839808,4.727628302112414,6.534792486382052,True,True,True,True,True,True,478.97247,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,56900,57100,Herpesvirus:Herpes_Simplex_1_KOS:1139:+,0,+,1.8073510019770744,2.4718920027062152,2.048375933431704,3.13163727071284,3.870057683889309,5.039884993658056,True,True,True,True,True,True,473.79553,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,56950,57150,Herpesvirus:Herpes_Simplex_1_KOS:1140:+,0,+,1.2711708406932791,1.2331911558816806,1.4810492973571605,1.538987502958548,1.696331992333867,2.048202599717194,False,False,False,False,False,False,490.95782,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,57000,57200,Herpesvirus:Herpes_Simplex_1_KOS:1141:+,0,+,1.5188677595203777,1.4330608328712229,2.1070599453610552,2.0463857621889026,1.837783684341029,2.8786239770428046,False,False,True,True,False,True,480.35306,Neither,Neither,Active only,Active only,Neither,Active only
KT899744.1,57050,57250,Herpesvirus:Herpes_Simplex_1_KOS:1142:+,0,+,1.491084445409443,1.2505136483487425,2.3518041659884528,1.8969101748909167,1.8587498152487287,2.484178352232206,False,False,True,False,False,False,459.5513,Neither,Neither,Active only,Neither,Neither,Neither
KT899744.1,57250,57450,Herpesvirus:Herpes_Simplex_1_KOS:1146:+,0,+,1.5173735359424414,1.7751146905856514,0.8547305305966115,1.309570992074708,1.6186067063051313,3.5563639614804123,False,True,False,False,False,True,617.8071,Neither,Active only,Neither,Neither,Neither,Active only
KT899744.1,57300,57500,Herpesvirus:Herpes_Simplex_1_KOS:1147:+,0,+,1.0558315168911152,1.8745433545852543,1.1842558969947703,1.7410136225455073,1.876603608331872,4.075763773292042,False,True,False,False,False,True,639.58154,Neither,Active only,Neither,Neither,Neither,Active only
KT899744.1,57350,57550,Herpesvirus:Herpes_Simplex_1_KOS:1148:+,0,+,1.2450335636324634,1.5674060338588958,1.218861109688257,1.4186405628125147,1.7820879562965593,2.7197016748950684,False,False,False,False,False,True,680.5574,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,57400,57600,Herpesvirus:Herpes_Simplex_1_KOS:1149:+,0,+,1.4192658779686624,1.32848069679222,1.762154148868376,1.4932122254678872,0.9552917494610916,2.317904172828952,False,False,False,False,False,False,702.9905,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57450,57650,Herpesvirus:Herpes_Simplex_1_KOS:1150:+,0,+,1.1648769229956917,1.0082467869862126,1.5684994222914472,1.2026636879494788,0.7077393877954243,1.6875122008910526,False,False,False,False,False,False,723.2903,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57500,57700,Herpesvirus:Herpes_Simplex_1_KOS:1151:+,0,+,1.0439320256235292,1.0145494943097817,1.2742496986520644,1.1068645690585306,0.8913673471746297,1.2164995377570005,False,False,False,False,False,False,752.90845,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57550,57750,Herpesvirus:Herpes_Simplex_1_KOS:1152:+,0,+,1.554646738975232,0.7765817067655448,1.156689605602504,1.025042908199876,0.4777575511970667,1.032634378492674,False,False,False,False,False,False,757.6775,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57600,57800,Herpesvirus:Herpes_Simplex_1_KOS:1153:+,0,+,1.025780184798052,0.985798690847195,1.010908366725313,1.0973984418952138,1.04789705748955,1.1186130046458147,False,False,False,False,False,False,756.6107,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57650,57850,Herpesvirus:Herpes_Simplex_1_KOS:1154:+,0,+,0.9087568513700308,1.005689628442792,1.488923944336486,1.0506593812081435,1.460637711799789,1.1586001312880865,False,False,False,False,False,False,737.40906,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57700,57900,Herpesvirus:Herpes_Simplex_1_KOS:1155:+,0,+,1.2140071446934455,1.0822235231719624,1.1342945676123466,0.8049614431091388,1.3497931787813915,1.1527349372146602,False,False,False,False,False,False,688.4638,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57750,57950,Herpesvirus:Herpes_Simplex_1_KOS:1156:+,0,+,1.075649562226629,1.0102862742083658,1.0453962311531826,0.9830276711160616,1.4271769509660803,1.118188185553752,False,False,False,False,False,False,683.0045,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57800,58000,Herpesvirus:Herpes_Simplex_1_KOS:1157:+,0,+,1.0435724131444306,1.0098177855702664,1.1466070756371314,0.913209582708297,1.2951345333073054,0.9424330888113588,False,False,False,False,False,False,723.4472,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57850,58050,Herpesvirus:Herpes_Simplex_1_KOS:1158:+,0,+,1.6739588081870238,0.833580500350081,1.093431078799659,1.1022421638259154,1.219020891091816,1.064031368971176,True,False,False,False,False,False,739.04065,Active & Accessible,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57900,58100,Herpesvirus:Herpes_Simplex_1_KOS:1159:+,0,+,1.0215719495494475,1.1014960207553133,1.1456189858562713,1.2434742320126917,1.3444885003699856,1.03965386736552,False,False,False,False,False,False,717.4547,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,57950,58150,Herpesvirus:Herpes_Simplex_1_KOS:1160:+,0,+,1.2966956438482384,1.091597248331017,0.7170252680026199,1.098784291039988,1.4025170129320386,1.3406720071910831,False,False,False,False,False,False,664.2425,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,58000,58200,Herpesvirus:Herpes_Simplex_1_KOS:1161:+,0,+,1.0291788020695096,1.084737104896937,1.184194584018589,1.3185187223835495,1.7477713919882465,1.291911158255441,False,False,False,False,False,False,578.58844,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,58050,58250,Herpesvirus:Herpes_Simplex_1_KOS:1162:+,0,+,1.1099651484241655,1.237523265375995,1.825432757903388,1.584021448825292,1.733875221140702,1.196420886358236,False,False,True,False,False,False,513.6106,Neither,Neither,Active only,Neither,Neither,Neither
KT899744.1,58100,58300,Herpesvirus:Herpes_Simplex_1_KOS:1163:+,0,+,1.5577710663442157,1.2378486340496628,1.8081298634154712,1.9286623457893977,2.2946388051088165,1.7541023812529464,False,False,True,False,True,False,500.52722,Neither,Neither,Active only,Neither,Active only,Neither
KT899744.1,58150,58350,Herpesvirus:Herpes_Simplex_1_KOS:1164:+,0,+,1.5332513913916124,1.845712990840956,1.7535432377427171,2.3755099084818,2.9354690566734165,1.7699591530237897,False,True,False,True,True,False,469.59128,Neither,Active only,Neither,Active only,Active only,Neither
KT899744.1,58350,58550,Herpesvirus:Herpes_Simplex_1_KOS:1168:+,0,+,0.6475628430154223,1.080743041853483,1.248755240926994,1.1326366063266626,1.0734343573669576,1.7226358931522228,False,False,False,False,False,False,551.35486,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,58400,58600,Herpesvirus:Herpes_Simplex_1_KOS:1169:+,0,+,0.7226281186199441,0.7744362422779968,0.7852724420334611,0.7598392620996655,0.5123613020170739,1.2225161799234865,False,False,False,False,False,False,581.6945,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,58450,58650,Herpesvirus:Herpes_Simplex_1_KOS:1170:+,0,+,0.7938255143195819,0.9769782472110172,0.7671675314800375,1.241628013424244,0.7196099258379165,1.3912633443693208,False,False,False,False,False,False,631.0475,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,58500,58700,Herpesvirus:Herpes_Simplex_1_KOS:1171:+,0,+,1.3428124698294976,1.183318863764914,1.355990311645931,0.9619822184479968,0.8352101698141517,1.391878413133765,False,False,False,False,False,False,644.1308,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,58550,58750,Herpesvirus:Herpes_Simplex_1_KOS:1172:+,0,+,0.7006669575915834,1.1329568587371546,1.049670051809586,1.0508119239442772,0.6650876415730478,1.352227515584213,False,False,False,False,False,False,672.5252,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
